player,trial,stone_type,result,result_N,result_R,result_SR,result_SSR
31,34,Free,N,1,0,0,0
31,35,Free,SR,0,0,1,0
31,36,Free,N,1,0,0,0
31,37,Free,N,1,0,0,0
31,38,Free,N,1,0,0,0
31,39,Paid,N,1,0,0,0
31,40,Free,N,1,0,0,0
31,41,Free,N,1,0,0,0
31,42,Free,N,1,0,0,0
31,43,Free,N,1,0,0,0
31,44,Free,R,0,1,0,0
32,1,Free,N,1,0,0,0
32,2,Paid,N,1,0,0,0
32,3,Paid,N,1,0,0,0
32,4,Paid,N,1,0,0,0
32,5,Paid,N,1,0,0,0
32,6,Free,N,1,0,0,0
32,7,Paid,R,0,1,0,0
32,8,Free,N,1,0,0,0
32,9,Paid,N,1,0,0,0
32,10,Paid,N,1,0,0,0
32,11,Paid,N,1,0,0,0
32,12,Free,SR,0,0,1,0
32,13,Paid,N,1,0,0,0
32,14,Free,N,1,0,0,0
32,15,Free,N,1,0,0,0
32,16,Free,N,1,0,0,0
32,17,Free,R,0,1,0,0
32,18,Paid,N,1,0,0,0
32,19,Free,R,0,1,0,0
32,20,Free,N,1,0,0,0
32,21,Free,SR,0,0,1,0
32,22,Paid,N,1,0,0,0
32,23,Free,N,1,0,0,0
32,24,Free,N,1,0,0,0
32,25,Paid,R,0,1,0,0
32,26,Paid,N,1,0,0,0
32,27,Paid,R,0,1,0,0
32,28,Free,N,1,0,0,0
32,29,Free,N,1,0,0,0
32,30,Free,N,1,0,0,0
32,31,Paid,SSR,0,0,0,1
32,32,Free,N,1,0,0,0
32,33,Free,N,1,0,0,0
32,34,Paid,N,1,0,0,0
32,35,Free,N,1,0,0,0
32,36,Paid,R,0,1,0,0
32,37,Paid,N,1,0,0,0
32,38,Free,N,1,0,0,0
32,39,Paid,N,1,0,0,0
32,40,Paid,R,0,1,0,0
32,41,Free,N,1,0,0,0
32,42,Free,R,0,1,0,0
32,43,Free,SR,0,0,1,0
32,44,Free,N,1,0,0,0
32,45,Paid,N,1,0,0,0
32,46,Free,N,1,0,0,0
32,47,Free,N,1,0,0,0
32,48,Free,N,1,0,0,0
32,49,Free,N,1,0,0,0
32,50,Paid,N,1,0,0,0
32,51,Free,SR,0,0,1,0
32,52,Paid,SR,0,0,1,0
32,53,Free,N,1,0,0,0
32,54,Paid,SR,0,0,1,0
32,55,Free,SR,0,0,1,0
32,56,Free,SR,0,0,1,0
32,57,Free,SR,0,0,1,0
33,1,Free,N,1,0,0,0
33,2,Paid,SSR,0,0,0,1
33,3,Free,R,0,1,0,0
33,4,Free,N,1,0,0,0
33,5,Free,R,0,1,0,0
33,6,Free,N,1,0,0,0
33,7,Free,N,1,0,0,0
33,8,Free,N,1,0,0,0
33,9,Paid,N,1,0,0,0
33,10,Paid,SR,0,0,1,0
33,11,Free,N,1,0,0,0
33,12,Free,N,1,0,0,0
33,13,Free,N,1,0,0,0
33,14,Paid,N,1,0,0,0
33,15,Paid,SSR,0,0,0,1
33,16,Free,R,0,1,0,0
33,17,Paid,N,1,0,0,0
33,18,Free,N,1,0,0,0
33,19,Free,N,1,0,0,0
33,20,Free,R,0,1,0,0
33,21,Paid,R,0,1,0,0
34,1,Paid,R,0,1,0,0
34,2,Free,N,1,0,0,0
34,3,Free,R,0,1,0,0
34,4,Paid,N,1,0,0,0
34,5,Free,SR,0,0,1,0
34,6,Free,SR,0,0,1,0
34,7,Paid,R,0,1,0,0
34,8,Free,N,1,0,0,0
34,9,Paid,SR,0,0,1,0
34,10,Paid,R,0,1,0,0
34,11,Free,N,1,0,0,0
34,12,Paid,N,1,0,0,0
34,13,Paid,N,1,0,0,0
34,14,Free,N,1,0,0,0
34,15,Paid,N,1,0,0,0
34,16,Free,SR,0,0,1,0
34,17,Free,R,0,1,0,0
34,18,Free,R,0,1,0,0
34,19,Paid,R,0,1,0,0
34,20,Paid,SR,0,0,1,0
34,21,Free,N,1,0,0,0
34,22,Free,N,1,0,0,0
34,23,Paid,N,1,0,0,0
34,24,Paid,N,1,0,0,0
34,25,Free,R,0,1,0,0
34,26,Paid,R,0,1,0,0
34,27,Paid,N,1,0,0,0
34,28,Free,SR,0,0,1,0
34,29,Paid,N,1,0,0,0
34,30,Free,N,1,0,0,0
34,31,Paid,R,0,1,0,0
34,32,Free,SSR,0,0,0,1
34,33,Paid,N,1,0,0,0
34,34,Free,N,1,0,0,0
34,35,Free,N,1,0,0,0
34,36,Free,R,0,1,0,0
34,37,Free,R,0,1,0,0
34,38,Paid,N,1,0,0,0
34,39,Free,R,0,1,0,0
34,40,Paid,N,1,0,0,0
34,41,Free,N,1,0,0,0
34,42,Paid,SR,0,0,1,0
34,43,Paid,SR,0,0,1,0
34,44,Free,SR,0,0,1,0
34,45,Free,N,1,0,0,0
34,46,Free,SR,0,0,1,0
34,47,Paid,SR,0,0,1,0
34,48,Free,R,0,1,0,0
34,49,Free,SR,0,0,1,0
34,50,Free,SR,0,0,1,0
34,51,Free,R,0,1,0,0
34,52,Paid,N,1,0,0,0
34,53,Free,SR,0,0,1,0
34,54,Free,SR,0,0,1,0
34,55,Free,N,1,0,0,0
34,56,Free,N,1,0,0,0
34,57,Free,N,1,0,0,0
34,58,Paid,R,0,1,0,0
34,59,Free,N,1,0,0,0
34,60,Paid,N,1,0,0,0
34,61,Paid,R,0,1,0,0
34,62,Free,N,1,0,0,0
34,63,Paid,SSR,0,0,0,1
34,64,Free,N,1,0,0,0
34,65,Paid,SSR,0,0,0,1
34,66,Paid,SR,0,0,1,0
34,67,Free,R,0,1,0,0
34,68,Free,SR,0,0,1,0
34,69,Paid,N,1,0,0,0
34,70,Free,N,1,0,0,0
34,71,Paid,R,0,1,0,0
34,72,Paid,N,1,0,0,0
34,73,Paid,R,0,1,0,0
34,74,Free,N,1,0,0,0
34,75,Free,R,0,1,0,0
34,76,Paid,SR,0,0,1,0
34,77,Free,SR,0,0,1,0
34,78,Free,N,1,0,0,0
34,79,Free,N,1,0,0,0
34,80,Free,N,1,0,0,0
34,81,Free,SR,0,0,1,0
34,82,Free,SR,0,0,1,0
34,83,Free,R,0,1,0,0
34,84,Paid,R,0,1,0,0
34,85,Free,SR,0,0,1,0
34,86,Free,N,1,0,0,0
34,87,Free,N,1,0,0,0
34,88,Paid,SR,0,0,1,0
34,89,Free,N,1,0,0,0
34,90,Free,N,1,0,0,0
34,91,Paid,N,1,0,0,0
34,92,Paid,N,1,0,0,0
34,93,Free,N,1,0,0,0
34,94,Free,N,1,0,0,0
34,95,Free,R,0,1,0,0
34,96,Free,N,1,0,0,0
34,97,Free,SR,0,0,1,0
34,98,Free,SR,0,0,1,0
35,1,Free,N,1,0,0,0
35,2,Paid,SR,0,0,1,0
35,3,Paid,SR,0,0,1,0
35,4,Paid,SR,0,0,1,0
35,5,Paid,R,0,1,0,0
35,6,Free,R,0,1,0,0
35,7,Paid,R,0,1,0,0
35,8,Free,N,1,0,0,0
35,9,Free,SSR,0,0,0,1
35,10,Free,SR,0,0,1,0
35,11,Free,SR,0,0,1,0
35,12,Free,R,0,1,0,0
35,13,Paid,SR,0,0,1,0
35,14,Paid,SR,0,0,1,0
35,15,Free,N,1,0,0,0
35,16,Paid,R,0,1,0,0
35,17,Paid,N,1,0,0,0
35,18,Paid,SR,0,0,1,0
35,19,Free,N,1,0,0,0
35,20,Paid,SR,0,0,1,0
35,21,Paid,R,0,1,0,0
35,22,Free,N,1,0,0,0
35,23,Paid,R,0,1,0,0
35,24,Free,SR,0,0,1,0
35,25,Free,R,0,1,0,0
35,26,Paid,N,1,0,0,0
35,27,Free,SR,0,0,1,0
35,28,Paid,N,1,0,0,0
35,29,Paid,R,0,1,0,0
35,30,Paid,SR,0,0,1,0
35,31,Free,N,1,0,0,0
35,32,Free,SSR,0,0,0,1
35,33,Paid,SR,0,0,1,0
35,34,Free,R,0,1,0,0
35,35,Paid,N,1,0,0,0
35,36,Paid,N,1,0,0,0
35,37,Free,N,1,0,0,0
35,38,Paid,N,1,0,0,0
35,39,Free,R,0,1,0,0
35,40,Free,SR,0,0,1,0
35,41,Paid,N,1,0,0,0
35,42,Free,N,1,0,0,0
35,43,Free,N,1,0,0,0
35,44,Paid,R,0,1,0,0
35,45,Free,N,1,0,0,0
35,46,Free,N,1,0,0,0
35,47,Free,N,1,0,0,0
35,48,Paid,N,1,0,0,0
35,49,Free,N,1,0,0,0
35,50,Free,SSR,0,0,0,1
35,51,Paid,N,1,0,0,0
35,52,Free,N,1,0,0,0
35,53,Free,N,1,0,0,0
35,54,Paid,N,1,0,0,0
35,55,Paid,N,1,0,0,0
35,56,Paid,SSR,0,0,0,1
35,57,Free,R,0,1,0,0
35,58,Paid,N,1,0,0,0
35,59,Free,R,0,1,0,0
35,60,Free,N,1,0,0,0
35,61,Free,N,1,0,0,0
35,62,Free,R,0,1,0,0
35,63,Paid,R,0,1,0,0
35,64,Paid,N,1,0,0,0
35,65,Free,N,1,0,0,0
35,66,Free,R,0,1,0,0
35,67,Free,N,1,0,0,0
35,68,Paid,R,0,1,0,0
35,69,Paid,N,1,0,0,0
35,70,Paid,N,1,0,0,0
35,71,Free,N,1,0,0,0
35,72,Free,R,0,1,0,0
35,73,Paid,N,1,0,0,0
35,74,Free,N,1,0,0,0
35,75,Free,N,1,0,0,0
35,76,Free,N,1,0,0,0
35,77,Free,N,1,0,0,0
35,78,Free,SSR,0,0,0,1
35,79,Free,R,0,1,0,0
36,1,Free,N,1,0,0,0
36,2,Free,R,0,1,0,0
36,3,Paid,SSR,0,0,0,1
36,4,Paid,R,0,1,0,0
36,5,Free,SR,0,0,1,0
36,6,Free,N,1,0,0,0
36,7,Paid,N,1,0,0,0
36,8,Free,SR,0,0,1,0
36,9,Paid,N,1,0,0,0
36,10,Free,R,0,1,0,0
36,11,Paid,R,0,1,0,0
36,12,Paid,N,1,0,0,0
36,13,Free,N,1,0,0,0
36,14,Paid,N,1,0,0,0
36,15,Free,N,1,0,0,0
36,16,Free,N,1,0,0,0
36,17,Free,N,1,0,0,0
36,18,Free,N,1,0,0,0
36,19,Paid,N,1,0,0,0
36,20,Free,N,1,0,0,0
36,21,Paid,N,1,0,0,0
36,22,Paid,N,1,0,0,0
36,23,Free,N,1,0,0,0
36,24,Free,N,1,0,0,0
36,25,Paid,N,1,0,0,0
36,26,Paid,SR,0,0,1,0
36,27,Paid,N,1,0,0,0
36,28,Paid,N,1,0,0,0
36,29,Free,N,1,0,0,0
36,30,Paid,N,1,0,0,0
36,31,Free,R,0,1,0,0
36,32,Free,N,1,0,0,0
36,33,Paid,N,1,0,0,0
36,34,Free,R,0,1,0,0
36,35,Free,N,1,0,0,0
36,36,Paid,R,0,1,0,0
36,37,Paid,N,1,0,0,0
36,38,Paid,R,0,1,0,0
36,39,Free,N,1,0,0,0
36,40,Free,R,0,1,0,0
36,41,Paid,SR,0,0,1,0
36,42,Free,N,1,0,0,0
36,43,Free,SR,0,0,1,0
36,44,Free,N,1,0,0,0
36,45,Free,N,1,0,0,0
36,46,Free,SR,0,0,1,0
36,47,Free,N,1,0,0,0
36,48,Free,N,1,0,0,0
36,49,Free,R,0,1,0,0
36,50,Free,N,1,0,0,0
36,51,Paid,SR,0,0,1,0
36,52,Paid,N,1,0,0,0
36,53,Paid,N,1,0,0,0
36,54,Free,N,1,0,0,0
36,55,Paid,N,1,0,0,0
36,56,Free,N,1,0,0,0
36,57,Free,SR,0,0,1,0
36,58,Free,N,1,0,0,0
36,59,Free,N,1,0,0,0
36,60,Free,N,1,0,0,0
36,61,Free,N,1,0,0,0
36,62,Paid,N,1,0,0,0
36,63,Paid,N,1,0,0,0
36,64,Paid,R,0,1,0,0
36,65,Paid,N,1,0,0,0
36,66,Paid,N,1,0,0,0
36,67,Free,N,1,0,0,0
36,68,Free,R,0,1,0,0
36,69,Free,N,1,0,0,0
36,70,Free,SSR,0,0,0,1
36,71,Free,R,0,1,0,0
36,72,Free,R,0,1,0,0
36,73,Paid,SR,0,0,1,0
36,74,Paid,SR,0,0,1,0
36,75,Paid,N,1,0,0,0
36,76,Free,N,1,0,0,0
36,77,Paid,N,1,0,0,0
36,78,Free,R,0,1,0,0
36,79,Paid,SR,0,0,1,0
36,80,Free,N,1,0,0,0
36,81,Free,R,0,1,0,0
36,82,Free,SSR,0,0,0,1
36,83,Paid,N,1,0,0,0
36,84,Free,N,1,0,0,0
36,85,Paid,SR,0,0,1,0
37,1,Free,R,0,1,0,0
37,2,Paid,SR,0,0,1,0
37,3,Free,N,1,0,0,0
37,4,Paid,R,0,1,0,0
37,5,Free,R,0,1,0,0
37,6,Free,R,0,1,0,0
37,7,Free,N,1,0,0,0
37,8,Paid,N,1,0,0,0
37,9,Free,R,0,1,0,0
37,10,Paid,N,1,0,0,0
37,11,Free,N,1,0,0,0
37,12,Free,R,0,1,0,0
37,13,Free,N,1,0,0,0
37,14,Paid,N,1,0,0,0
37,15,Free,SR,0,0,1,0
37,16,Free,R,0,1,0,0
37,17,Free,N,1,0,0,0
37,18,Paid,R,0,1,0,0
37,19,Paid,R,0,1,0,0
37,20,Free,N,1,0,0,0
37,21,Free,N,1,0,0,0
37,22,Paid,R,0,1,0,0
37,23,Free,SSR,0,0,0,1
37,24,Free,SR,0,0,1,0
37,25,Free,SR,0,0,1,0
37,26,Paid,R,0,1,0,0
37,27,Free,N,1,0,0,0
37,28,Free,R,0,1,0,0
37,29,Free,SSR,0,0,0,1
37,30,Paid,R,0,1,0,0
37,31,Paid,SR,0,0,1,0
37,32,Paid,SR,0,0,1,0
37,33,Paid,N,1,0,0,0
37,34,Free,N,1,0,0,0
37,35,Paid,SR,0,0,1,0
37,36,Free,SR,0,0,1,0
37,37,Free,R,0,1,0,0
37,38,Free,SR,0,0,1,0
37,39,Free,N,1,0,0,0
37,40,Free,SR,0,0,1,0
37,41,Paid,N,1,0,0,0
37,42,Free,N,1,0,0,0
37,43,Free,R,0,1,0,0
37,44,Free,N,1,0,0,0
37,45,Free,N,1,0,0,0
37,46,Free,SR,0,0,1,0
37,47,Paid,SR,0,0,1,0
37,48,Free,N,1,0,0,0
37,49,Paid,N,1,0,0,0
37,50,Paid,N,1,0,0,0
37,51,Free,R,0,1,0,0
37,52,Paid,N,1,0,0,0
37,53,Free,N,1,0,0,0
37,54,Free,R,0,1,0,0
37,55,Free,SR,0,0,1,0
37,56,Free,R,0,1,0,0
37,57,Paid,N,1,0,0,0
37,58,Paid,SR,0,0,1,0
37,59,Paid,N,1,0,0,0
37,60,Free,N,1,0,0,0
37,61,Free,R,0,1,0,0
37,62,Paid,SSR,0,0,0,1
37,63,Paid,N,1,0,0,0
37,64,Paid,R,0,1,0,0
37,65,Free,N,1,0,0,0
37,66,Free,N,1,0,0,0
37,67,Free,N,1,0,0,0
37,68,Free,R,0,1,0,0
37,69,Free,N,1,0,0,0
37,70,Free,R,0,1,0,0
37,71,Free,N,1,0,0,0
37,72,Free,N,1,0,0,0
37,73,Free,N,1,0,0,0
37,74,Free,R,0,1,0,0
37,75,Free,R,0,1,0,0
37,76,Paid,R,0,1,0,0
37,77,Free,R,0,1,0,0
37,78,Free,N,1,0,0,0
37,79,Free,N,1,0,0,0
37,80,Free,N,1,0,0,0
37,81,Paid,N,1,0,0,0
37,82,Paid,SR,0,0,1,0
37,83,Free,N,1,0,0,0
37,84,Paid,N,1,0,0,0
37,85,Free,R,0,1,0,0
37,86,Free,N,1,0,0,0
37,87,Free,R,0,1,0,0
37,88,Free,N,1,0,0,0
37,89,Paid,N,1,0,0,0
37,90,Free,R,0,1,0,0
37,91,Free,R,0,1,0,0
37,92,Paid,R,0,1,0,0
37,93,Free,R,0,1,0,0
37,94,Free,N,1,0,0,0
37,95,Free,SR,0,0,1,0
37,96,Free,R,0,1,0,0
38,1,Free,N,1,0,0,0
38,2,Free,N,1,0,0,0
38,3,Paid,N,1,0,0,0
38,4,Free,SR,0,0,1,0
38,5,Paid,R,0,1,0,0
38,6,Free,R,0,1,0,0
38,7,Paid,N,1,0,0,0
38,8,Paid,SR,0,0,1,0
38,9,Paid,SR,0,0,1,0
38,10,Free,N,1,0,0,0
38,11,Paid,R,0,1,0,0
38,12,Free,R,0,1,0,0
38,13,Paid,N,1,0,0,0
38,14,Paid,N,1,0,0,0
38,15,Paid,R,0,1,0,0
38,16,Paid,R,0,1,0,0
38,17,Free,R,0,1,0,0
38,18,Paid,R,0,1,0,0
38,19,Free,N,1,0,0,0
38,20,Free,N,1,0,0,0
39,1,Paid,R,0,1,0,0
39,2,Free,N,1,0,0,0
39,3,Free,SR,0,0,1,0
39,4,Paid,N,1,0,0,0
39,5,Paid,R,0,1,0,0
39,6,Paid,SR,0,0,1,0
39,7,Paid,SR,0,0,1,0
39,8,Free,N,1,0,0,0
39,9,Free,N,1,0,0,0
39,10,Free,N,1,0,0,0
39,11,Paid,SR,0,0,1,0
39,12,Free,SR,0,0,1,0
39,13,Free,N,1,0,0,0
39,14,Paid,R,0,1,0,0
39,15,Free,R,0,1,0,0
39,16,Free,N,1,0,0,0
39,17,Free,SR,0,0,1,0
39,18,Free,SR,0,0,1,0
39,19,Paid,N,1,0,0,0
39,20,Free,SR,0,0,1,0
39,21,Free,SSR,0,0,0,1
39,22,Free,R,0,1,0,0
39,23,Paid,N,1,0,0,0
39,24,Free,R,0,1,0,0
39,25,Free,N,1,0,0,0
39,26,Free,N,1,0,0,0
39,27,Free,N,1,0,0,0
39,28,Free,R,0,1,0,0
39,29,Paid,N,1,0,0,0
39,30,Free,SR,0,0,1,0
39,31,Free,SSR,0,0,0,1
39,32,Free,N,1,0,0,0
39,33,Paid,SR,0,0,1,0
39,34,Free,N,1,0,0,0
39,35,Free,R,0,1,0,0
39,36,Free,SR,0,0,1,0
39,37,Free,N,1,0,0,0
39,38,Free,N,1,0,0,0
39,39,Free,N,1,0,0,0
39,40,Free,N,1,0,0,0
39,41,Paid,R,0,1,0,0
39,42,Free,SR,0,0,1,0
39,43,Paid,N,1,0,0,0
39,44,Free,R,0,1,0,0
39,45,Free,R,0,1,0,0
39,46,Paid,SR,0,0,1,0
39,47,Paid,R,0,1,0,0
39,48,Free,R,0,1,0,0
39,49,Paid,N,1,0,0,0
39,50,Paid,N,1,0,0,0
39,51,Free,N,1,0,0,0
39,52,Paid,N,1,0,0,0
39,53,Paid,R,0,1,0,0
39,54,Paid,R,0,1,0,0
39,55,Paid,N,1,0,0,0
39,56,Free,SR,0,0,1,0
39,57,Free,N,1,0,0,0
39,58,Free,N,1,0,0,0
39,59,Paid,R,0,1,0,0
39,60,Free,N,1,0,0,0
39,61,Free,N,1,0,0,0
39,62,Paid,SSR,0,0,0,1
39,63,Paid,SR,0,0,1,0
39,64,Free,SR,0,0,1,0
39,65,Free,R,0,1,0,0
39,66,Free,N,1,0,0,0
39,67,Paid,N,1,0,0,0
39,68,Free,R,0,1,0,0
39,69,Free,N,1,0,0,0
39,70,Paid,N,1,0,0,0
39,71,Free,SSR,0,0,0,1
39,72,Free,N,1,0,0,0
39,73,Free,N,1,0,0,0
39,74,Paid,N,1,0,0,0
39,75,Free,N,1,0,0,0
39,76,Free,N,1,0,0,0
39,77,Paid,N,1,0,0,0
39,78,Free,N,1,0,0,0
39,79,Free,N,1,0,0,0
39,80,Paid,R,0,1,0,0
40,1,Paid,N,1,0,0,0
40,2,Free,SR,0,0,1,0
40,3,Free,SR,0,0,1,0
40,4,Free,N,1,0,0,0
40,5,Free,N,1,0,0,0
40,6,Free,N,1,0,0,0
40,7,Paid,R,0,1,0,0
41,1,Free,R,0,1,0,0
41,2,Paid,R,0,1,0,0
41,3,Paid,R,0,1,0,0
41,4,Free,R,0,1,0,0
41,5,Free,N,1,0,0,0
41,6,Free,R,0,1,0,0
41,7,Free,N,1,0,0,0
41,8,Paid,N,1,0,0,0
41,9,Free,R,0,1,0,0
41,10,Free,N,1,0,0,0
41,11,Paid,SR,0,0,1,0
41,12,Free,N,1,0,0,0
41,13,Paid,N,1,0,0,0
41,14,Free,N,1,0,0,0
41,15,Free,N,1,0,0,0
41,16,Free,N,1,0,0,0
41,17,Free,R,0,1,0,0
41,18,Paid,N,1,0,0,0
41,19,Paid,N,1,0,0,0
41,20,Free,SR,0,0,1,0
41,21,Paid,R,0,1,0,0
41,22,Free,N,1,0,0,0
41,23,Free,N,1,0,0,0
41,24,Free,N,1,0,0,0
41,25,Paid,N,1,0,0,0
41,26,Paid,N,1,0,0,0
41,27,Free,N,1,0,0,0
41,28,Paid,SR,0,0,1,0
41,29,Free,SR,0,0,1,0
41,30,Paid,N,1,0,0,0
41,31,Paid,N,1,0,0,0
41,32,Free,SR,0,0,1,0
41,33,Free,R,0,1,0,0
41,34,Free,R,0,1,0,0
41,35,Free,N,1,0,0,0
41,36,Free,N,1,0,0,0
41,37,Free,N,1,0,0,0
41,38,Free,N,1,0,0,0
41,39,Paid,N,1,0,0,0
41,40,Free,SR,0,0,1,0
41,41,Paid,N,1,0,0,0
41,42,Free,R,0,1,0,0
41,43,Paid,N,1,0,0,0
41,44,Free,R,0,1,0,0
41,45,Free,R,0,1,0,0
41,46,Paid,N,1,0,0,0
41,47,Paid,R,0,1,0,0
41,48,Paid,SR,0,0,1,0
41,49,Free,N,1,0,0,0
42,1,Paid,R,0,1,0,0
42,2,Free,SSR,0,0,0,1
42,3,Free,N,1,0,0,0
42,4,Free,N,1,0,0,0
42,5,Free,R,0,1,0,0
42,6,Paid,N,1,0,0,0
42,7,Free,N,1,0,0,0
42,8,Free,R,0,1,0,0
42,9,Free,N,1,0,0,0
42,10,Free,N,1,0,0,0
42,11,Free,N,1,0,0,0
42,12,Paid,SR,0,0,1,0
42,13,Free,SR,0,0,1,0
42,14,Paid,R,0,1,0,0
42,15,Free,N,1,0,0,0
42,16,Paid,N,1,0,0,0
42,17,Paid,N,1,0,0,0
42,18,Paid,SR,0,0,1,0
42,19,Paid,R,0,1,0,0
42,20,Paid,SR,0,0,1,0
42,21,Free,R,0,1,0,0
42,22,Paid,R,0,1,0,0
42,23,Paid,N,1,0,0,0
42,24,Free,SR,0,0,1,0
42,25,Free,R,0,1,0,0
42,26,Free,R,0,1,0,0
42,27,Free,R,0,1,0,0
42,28,Free,R,0,1,0,0
42,29,Paid,SR,0,0,1,0
43,1,Paid,N,1,0,0,0
43,2,Free,R,0,1,0,0
43,3,Paid,N,1,0,0,0
43,4,Free,R,0,1,0,0
43,5,Free,N,1,0,0,0
43,6,Free,N,1,0,0,0
43,7,Free,N,1,0,0,0
43,8,Free,SR,0,0,1,0
43,9,Paid,SR,0,0,1,0
43,10,Free,R,0,1,0,0
43,11,Free,SR,0,0,1,0
43,12,Free,N,1,0,0,0
43,13,Paid,R,0,1,0,0
43,14,Paid,N,1,0,0,0
43,15,Free,N,1,0,0,0
43,16,Paid,R,0,1,0,0
43,17,Free,R,0,1,0,0
45,1,Paid,R,0,1,0,0
45,2,Free,N,1,0,0,0
45,3,Free,R,0,1,0,0
45,4,Paid,SSR,0,0,0,1
46,1,Free,N,1,0,0,0
46,2,Free,R,0,1,0,0
46,3,Paid,N,1,0,0,0
46,4,Paid,N,1,0,0,0
46,5,Free,R,0,1,0,0
46,6,Free,N,1,0,0,0
46,7,Free,N,1,0,0,0
46,8,Free,R,0,1,0,0
46,9,Free,N,1,0,0,0
46,10,Free,N,1,0,0,0
47,1,Free,N,1,0,0,0
47,2,Free,SSR,0,0,0,1
47,3,Free,N,1,0,0,0
47,4,Paid,N,1,0,0,0
47,5,Free,SR,0,0,1,0
47,6,Free,N,1,0,0,0
47,7,Free,N,1,0,0,0
47,8,Free,R,0,1,0,0
47,9,Free,SSR,0,0,0,1
47,10,Free,N,1,0,0,0
47,11,Free,N,1,0,0,0
48,1,Free,N,1,0,0,0
48,2,Free,R,0,1,0,0
48,3,Free,N,1,0,0,0
48,4,Free,N,1,0,0,0
48,5,Free,SR,0,0,1,0
48,6,Paid,N,1,0,0,0
48,7,Free,R,0,1,0,0
48,8,Free,R,0,1,0,0
48,9,Free,N,1,0,0,0
48,10,Free,N,1,0,0,0
48,11,Paid,SR,0,0,1,0
48,12,Free,R,0,1,0,0
48,13,Free,N,1,0,0,0
48,14,Paid,N,1,0,0,0
48,15,Free,N,1,0,0,0
48,16,Free,R,0,1,0,0
48,17,Free,N,1,0,0,0
48,18,Free,N,1,0,0,0
48,19,Free,R,0,1,0,0
48,20,Free,N,1,0,0,0
48,21,Paid,SSR,0,0,0,1
48,22,Free,R,0,1,0,0
48,23,Free,R,0,1,0,0
48,24,Free,N,1,0,0,0
48,25,Free,N,1,0,0,0
48,26,Paid,N,1,0,0,0
48,27,Free,SR,0,0,1,0
48,28,Paid,N,1,0,0,0
48,29,Free,N,1,0,0,0
48,30,Free,SR,0,0,1,0
48,31,Paid,N,1,0,0,0
48,32,Paid,R,0,1,0,0
48,33,Free,R,0,1,0,0
48,34,Free,N,1,0,0,0
48,35,Free,N,1,0,0,0
48,36,Paid,SSR,0,0,0,1
48,37,Paid,N,1,0,0,0
48,38,Paid,SSR,0,0,0,1
48,39,Paid,N,1,0,0,0
48,40,Free,R,0,1,0,0
49,1,Free,R,0,1,0,0
49,2,Free,SR,0,0,1,0
49,3,Paid,N,1,0,0,0
49,4,Free,N,1,0,0,0
49,5,Free,SSR,0,0,0,1
49,6,Free,N,1,0,0,0
49,7,Free,N,1,0,0,0
49,8,Free,R,0,1,0,0
49,9,Free,N,1,0,0,0
49,10,Free,N,1,0,0,0
49,11,Free,SSR,0,0,0,1
49,12,Free,SSR,0,0,0,1
49,13,Free,R,0,1,0,0
49,14,Free,N,1,0,0,0
49,15,Paid,SSR,0,0,0,1
49,16,Free,N,1,0,0,0
49,17,Free,N,1,0,0,0
49,18,Paid,N,1,0,0,0
49,19,Free,N,1,0,0,0
49,20,Paid,N,1,0,0,0
49,21,Free,R,0,1,0,0
49,22,Paid,N,1,0,0,0
49,23,Free,N,1,0,0,0
49,24,Paid,SR,0,0,1,0
49,25,Free,N,1,0,0,0
49,26,Paid,N,1,0,0,0
49,27,Free,R,0,1,0,0
49,28,Free,N,1,0,0,0
49,29,Paid,SR,0,0,1,0
49,30,Free,N,1,0,0,0
49,31,Free,R,0,1,0,0
49,32,Free,R,0,1,0,0
49,33,Paid,R,0,1,0,0
49,34,Free,SR,0,0,1,0
49,35,Free,SR,0,0,1,0
49,36,Paid,N,1,0,0,0
49,37,Free,N,1,0,0,0
49,38,Paid,N,1,0,0,0
49,39,Free,N,1,0,0,0
49,40,Paid,N,1,0,0,0
49,41,Paid,N,1,0,0,0
50,1,Free,SR,0,0,1,0
50,2,Free,N,1,0,0,0
50,3,Free,N,1,0,0,0
50,4,Paid,R,0,1,0,0
50,5,Free,N,1,0,0,0
50,6,Paid,R,0,1,0,0
50,7,Free,N,1,0,0,0
50,8,Free,R,0,1,0,0
50,9,Paid,N,1,0,0,0
50,10,Free,N,1,0,0,0
50,11,Paid,R,0,1,0,0
50,12,Free,N,1,0,0,0
50,13,Paid,SSR,0,0,0,1
50,14,Paid,N,1,0,0,0
50,15,Free,SR,0,0,1,0
50,16,Free,N,1,0,0,0
50,17,Paid,R,0,1,0,0
50,18,Free,R,0,1,0,0
50,19,Free,N,1,0,0,0
50,20,Free,R,0,1,0,0
50,21,Free,N,1,0,0,0
50,22,Free,R,0,1,0,0
50,23,Free,R,0,1,0,0
50,24,Free,N,1,0,0,0
50,25,Free,N,1,0,0,0
50,26,Free,R,0,1,0,0
50,27,Free,N,1,0,0,0
50,28,Free,N,1,0,0,0
50,29,Free,N,1,0,0,0
50,30,Free,N,1,0,0,0
51,1,Paid,SR,0,0,1,0
51,2,Paid,N,1,0,0,0
51,3,Paid,N,1,0,0,0
51,4,Paid,N,1,0,0,0
51,5,Free,R,0,1,0,0
51,6,Free,N,1,0,0,0
51,7,Paid,N,1,0,0,0
